GEN_BUS,PG,QG,QMAX,QMIN,VG,MBASE,GEN_STATUS,PMAX,PMIN,PC1,PC2,QC1MIN,QC1MAX,QC2MIN,QC2MAX,RAMP_AGC,RAMP_10,RAMP_30,RAMP_Q,APF,MU_PMAX,MU_PMIN,MU_QMAX,MU_QMIN
869,6.4,-0.31,2.46,-0.31,1.01,7.68,1,6.4,1.07,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0
870,6.4,-0.31,2.46,-0.31,1.016,7.68,1,6.4,1.06,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0
873,14.2,5.45,5.45,-0.7,1.045,17.04,1,14.2,3.53,0,0,0,0,0,0,0,0,0,0,14.2,0,0,0,0
874,14.2,-0.7,5.45,-0.7,1.041,17.04,1,14.2,6.28,0,0,0,0,0,0,0,0,0,0,14.2,0,0,0,0
881,137.23,26.67,69.86,-15.23,1.0287,164.7,1,137.25,68.21,0,0,0,0,0,0,0,0,0,0,137.25,0,0,0,0
882,137.23,34.4,69.86,-15.23,1.031,164.7,1,137.25,47.32,0,0,0,0,0,0,0,0,0,0,137.25,0,0,0,0
885,0.3,-0.01,0.12,-0.01,1.038,0.36,1,0.3,0.14,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
885,0.3,-0.01,0.12,-0.01,1.038,0.36,1,0.3,0.13,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
885,0.3,-0.01,0.12,-0.01,1.038,0.36,1,0.3,0.11,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
885,0.3,-0.01,0.12,-0.01,1.038,0.36,1,0.3,0.05,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
885,0.3,-0.01,0.12,-0.01,1.038,0.36,1,0.3,0.06,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
885,0.3,-0.01,0.12,-0.01,1.038,0.36,1,0.3,0.14,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
887,3.42,-0.17,1.32,-0.17,1.038,4.11,1,3.42,1.04,0,0,0,0,0,0,0,0,0,0,3.425,0,0,0,0
887,3.42,-0.17,1.32,-0.17,1.038,4.11,1,3.42,0.48,0,0,0,0,0,0,0,0,0,0,3.425,0,0,0,0
887,3.42,-0.17,1.32,-0.17,1.038,4.11,1,3.42,0.47,0,0,0,0,0,0,0,0,0,0,3.425,0,0,0,0
887,3.42,-0.17,1.32,-0.17,1.038,4.11,1,3.42,0.89,0,0,0,0,0,0,0,0,0,0,3.425,0,0,0,0
891,4.5,-0.65,0.96,-0.65,1.009,5.4,1,4.5,1.03,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
895,41.99,-6.05,8.95,-6.05,1.0435,50.4,1,42,18.98,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
899,19.1,6.05,7.33,-0.94,1.043,22.92,1,19.1,6.57,0,0,0,0,0,0,0,0,0,0,19.1,0,0,0,0
900,0,0,7.33,-0.94,1.04,22.92,0,19.1,5.54,0,0,0,0,0,0,0,0,0,0,19.1,0,0,0,0
900,19.1,-0.94,7.33,-0.94,1.04,22.92,1,19.1,8.33,0,0,0,0,0,0,0,0,0,0,19.1,0,0,0,0
900,19.1,-0.94,7.33,-0.94,1.04,22.92,1,19.1,4.68,0,0,0,0,0,0,0,0,0,0,19.1,0,0,0,0
905,2.22,-0.11,0.85,-0.11,1.0425,2.67,1,2.23,0.75,0,0,0,0,0,0,0,0,0,0,2.225,0,0,0,0
905,2.22,-0.11,0.85,-0.11,1.0425,2.67,1,2.23,0.33,0,0,0,0,0,0,0,0,0,0,2.225,0,0,0,0
906,2.22,-0.11,0.85,-0.11,1.016,2.67,1,2.23,0.53,0,0,0,0,0,0,0,0,0,0,2.225,0,0,0,0
906,2.22,-0.11,0.85,-0.11,1.016,2.67,1,2.23,0.61,0,0,0,0,0,0,0,0,0,0,2.225,0,0,0,0
909,2,-0.1,0.77,-0.1,1.038,2.4,1,2,0.55,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
909,2,-0.1,0.77,-0.1,1.038,2.4,1,2,0.25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
912,0,0,0.81,-0.1,1.045,2.52,0,2.1,0.78,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0
912,2.1,0.43,0.81,-0.1,1.045,2.52,1,2.1,0.44,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0
915,1.47,-0.07,0.56,-0.07,1.04,1.76,1,1.47,0.43,0,0,0,0,0,0,0,0,0,0,1.4667,0,0,0,0
916,1.47,-0.07,0.56,-0.07,1.04,1.76,1,1.47,0.67,0,0,0,0,0,0,0,0,0,0,1.4667,0,0,0,0
918,0,0,0.56,-0.07,1.0405,1.76,0,1.47,0.36,0,0,0,0,0,0,0,0,0,0,1.4667,0,0,0,0
918,1.47,-0.07,0.56,-0.07,1.0405,1.76,1,1.47,0.21,0,0,0,0,0,0,0,0,0,0,1.4667,0,0,0,0
919,0,0,0.56,-0.07,1.04,1.76,0,1.47,0.73,0,0,0,0,0,0,0,0,0,0,1.4667,0,0,0,0
920,1.47,-0.07,0.56,-0.07,1.0405,1.76,1,1.47,0.73,0,0,0,0,0,0,0,0,0,0,1.4667,0,0,0,0
924,0,0,1.15,-0.15,1.04,3.6,0,3,1.09,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
929,7.42,-0.36,2.85,-0.36,1.0105,8.9,1,7.42,0.89,0,0,0,0,0,0,0,0,0,0,7.4167,0,0,0,0
930,7.42,-0.36,2.85,-0.36,1.0105,8.9,1,7.42,2.21,0,0,0,0,0,0,0,0,0,0,7.4167,0,0,0,0
930,7.42,-0.36,2.85,-0.36,1.0105,8.9,1,7.42,1.81,0,0,0,0,0,0,0,0,0,0,7.4167,0,0,0,0
931,7.42,2.2,2.85,-0.36,1.009,8.9,1,7.42,0.99,0,0,0,0,0,0,0,0,0,0,7.4167,0,0,0,0
931,7.42,2.2,2.85,-0.36,1.009,8.9,1,7.42,3.09,0,0,0,0,0,0,0,0,0,0,7.4167,0,0,0,0
932,7.42,2.85,2.85,-0.36,1.009,8.9,1,7.42,1.72,0,0,0,0,0,0,0,0,0,0,7.4167,0,0,0,0
935,3,-0.15,1.15,-0.15,1.04,3.6,1,3,1.06,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
936,3,-0.15,1.15,-0.15,1.04,3.6,1,3,0.57,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
939,3,-0.15,1.15,-0.15,1.04,3.6,1,3,0.48,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
940,3,-0.15,1.15,-0.15,1.04,3.6,1,3,1.22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
944,1,-0.05,0.38,-0.05,1.04,1.2,1,1,0.43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
946,0,0,10.78,-7.29,1.04,60.72,0,50.6,10.23,0,0,0,0,0,0,0,0,0,0,50.6,0,0,0,0
950,0.52,-0.03,0.2,-0.03,1.04,0.62,1,0.52,0.11,0,0,0,0,0,0,0,0,0,0,0.5167,0,0,0,0
950,0.52,-0.03,0.2,-0.03,1.04,0.62,1,0.52,0.12,0,0,0,0,0,0,0,0,0,0,0.5167,0,0,0,0
950,0,0,0.2,-0.03,1.04,0.62,0,0.52,0.07,0,0,0,0,0,0,0,0,0,0,0.5167,0,0,0,0
950,0.52,-0.03,0.2,-0.03,1.04,0.62,1,0.52,0.17,0,0,0,0,0,0,0,0,0,0,0.5167,0,0,0,0
950,0.52,-0.03,0.2,-0.03,1.04,0.62,1,0.52,0.21,0,0,0,0,0,0,0,0,0,0,0.5167,0,0,0,0
950,0,0,0.2,-0.03,1.04,0.62,0,0.52,0.11,0,0,0,0,0,0,0,0,0,0,0.5167,0,0,0,0
953,20,-2.88,4.26,-2.88,1.0425,24,1,20,7.91,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
962,17.5,6.31,8.16,-2.14,1.039,21,1,17.5,8.01,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0
962,17.5,6.31,8.16,-2.14,1.039,21,1,17.5,3.65,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0
965,1.53,-0.08,0.59,-0.08,1.04,1.84,1,1.53,0.45,0,0,0,0,0,0,0,0,0,0,1.5333,0,0,0,0
965,0,0,0.59,-0.08,1.04,1.84,0,1.53,0.24,0,0,0,0,0,0,0,0,0,0,1.5333,0,0,0,0
965,1.53,-0.08,0.59,-0.08,1.04,1.84,1,1.53,0.66,0,0,0,0,0,0,0,0,0,0,1.5333,0,0,0,0
965,1.53,-0.08,0.59,-0.08,1.04,1.84,1,1.53,0.17,0,0,0,0,0,0,0,0,0,0,1.5333,0,0,0,0
965,0,0,0.59,-0.08,1.04,1.84,0,1.53,0.65,0,0,0,0,0,0,0,0,0,0,1.5333,0,0,0,0
965,0,0,0.59,-0.08,1.04,1.84,0,1.53,0.17,0,0,0,0,0,0,0,0,0,0,1.5333,0,0,0,0
968,6.7,-0.33,2.57,-0.33,1.04,8.04,1,6.7,2.12,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0
973,0,0,1.86,-0.24,1.04,5.8,0,4.83,1.27,0,0,0,0,0,0,0,0,0,0,4.8333,0,0,0,0
973,0,0,1.86,-0.24,1.04,5.8,0,4.83,1.44,0,0,0,0,0,0,0,0,0,0,4.8333,0,0,0,0
974,4.83,1.55,1.86,-0.24,1.0505,5.8,1,4.83,0.53,0,0,0,0,0,0,0,0,0,0,4.8333,0,0,0,0
974,4.83,1.55,1.86,-0.24,1.0505,5.8,1,4.83,2,0,0,0,0,0,0,0,0,0,0,4.8333,0,0,0,0
975,4.83,1.32,1.86,-0.24,1.048,5.8,1,4.83,0.95,0,0,0,0,0,0,0,0,0,0,4.8333,0,0,0,0
975,4.83,1.32,1.86,-0.24,1.048,5.8,1,4.83,1.35,0,0,0,0,0,0,0,0,0,0,4.8333,0,0,0,0
978,1,-0.05,0.38,-0.05,1.04,1.2,1,1,0.49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
981,3.6,-0.18,1.38,-0.18,1.038,4.32,1,3.6,1.11,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0
985,7.7,-0.38,2.96,-0.38,1.036,9.24,1,7.7,1.41,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0
985,7.7,-0.38,2.96,-0.38,1.036,9.24,1,7.7,2.2,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0
995,8.4,-0.41,3.23,-0.41,1.04,10.08,1,8.4,3.98,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0,0
996,8.4,-0.41,3.23,-0.41,1.04,10.08,1,8.4,0.99,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0,0
1008,24,-1.18,9.22,-1.18,1.04,28.8,1,24,11.92,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
1008,24,-1.18,9.22,-1.18,1.04,28.8,1,24,9.23,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
1009,24,7.61,9.22,-1.18,1.046,28.8,1,24,2.88,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
1013,0.6,-0.03,0.23,-0.03,1.04,0.72,1,0.6,0.09,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0
1013,0,0,0.23,-0.03,1.04,0.72,0,0.6,0.12,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0
1014,0.6,-0.03,0.23,-0.03,1.04,0.72,1,0.6,0.08,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0
1017,2,-0.24,0.93,-0.24,1.04,2.4,1,2,0.31,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1018,2,-0.24,0.93,-0.24,1.04,2.4,1,2,0.54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1018,2,-0.24,0.93,-0.24,1.04,2.4,1,2,0.56,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1023,183.37,-20.36,93.35,-20.36,1.0474,220.08,1,183.4,45.75,0,0,0,0,0,0,0,0,0,0,183.4,0,0,0,0
1024,183.37,-20.36,93.35,-20.36,1.0477,220.08,1,183.4,73.33,0,0,0,0,0,0,0,0,0,0,183.4,0,0,0,0
1025,0,0,93.35,-20.36,1.0505,220.08,0,183.4,78.84,0,0,0,0,0,0,0,0,0,0,183.4,0,0,0,0
1030,5.25,-0.23,2.02,-0.26,1.0445,6.3,1,5.25,2.18,0,0,0,0,0,0,0,0,0,0,5.25,0,0,0,0
1030,0,0,2.02,-0.26,1.0445,6.3,0,5.25,1.53,0,0,0,0,0,0,0,0,0,0,5.25,0,0,0,0
1034,3.6,-0.18,1.38,-0.18,1.0435,4.32,1,3.6,0.63,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0
1037,23,-1.13,8.83,-1.13,1.046,27.6,1,23,10.25,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
1038,23,-1.13,8.83,-1.13,1.0435,27.6,1,23,7.96,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
1038,23,-1.13,8.83,-1.13,1.0435,27.6,1,23,5.68,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
1038,23,-1.13,8.83,-1.13,1.0435,27.6,1,23,8.25,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
1038,23,-1.13,8.83,-1.13,1.0435,27.6,1,23,3.56,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
1038,0,0,8.83,-1.13,1.0435,27.6,0,23,3.61,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
1044,0,0,27.74,-6.05,1.045,65.4,0,54.5,22.97,0,0,0,0,0,0,0,0,0,0,54.5,0,0,0,0
1044,54.49,15.51,27.74,-6.05,1.045,65.4,1,54.5,20.46,0,0,0,0,0,0,0,0,0,0,54.5,0,0,0,0
1044,54.49,15.51,27.74,-6.05,1.045,65.4,1,54.5,19.31,0,0,0,0,0,0,0,0,0,0,54.5,0,0,0,0
1050,25.5,-3.67,5.43,-3.67,1.04,30.6,1,25.5,4.05,0,0,0,0,0,0,0,0,0,0,25.5,0,0,0,0
1054,1.5,-0.07,0.58,-0.07,1.01,1.8,1,1.5,0.57,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0
1057,12.5,-1.53,5.82,-1.53,1.016,15,1,12.5,4.67,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0
1059,0,0,0.5,-0.06,1.04,1.56,0,1.3,0.54,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0
1059,0,0,0.5,-0.06,1.04,1.56,0,1.3,0.58,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0
1060,0,0,0.5,-0.06,1.046,1.56,0,1.3,0.6,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0
1060,1.3,-0.06,0.5,-0.06,1.046,1.56,1,1.3,0.26,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0
1060,0,0,0.5,-0.06,1.046,1.56,0,1.3,0.37,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0
1060,1.3,-0.06,0.5,-0.06,1.046,1.56,1,1.3,0.42,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0
1064,0,0,0.96,-0.65,1.04,5.4,0,4.5,1.19,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
1067,0.28,-0.01,0.11,-0.01,1.04,0.34,1,0.28,0.14,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0
1068,0.28,-0.01,0.11,-0.01,1.04,0.34,1,0.28,0.13,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0
1070,0.28,-0.01,0.11,-0.01,1.024,0.34,1,0.28,0.09,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0
1070,0,0,0.11,-0.01,1.024,0.34,0,0.28,0.08,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0
1071,0.28,-0.01,0.11,-0.01,1.016,0.34,1,0.28,0.05,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0
1074,2,-0.24,0.93,-0.24,1.04,2.4,1,2,0.92,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1076,5.1,1.96,1.96,-0.25,1.038,6.12,1,5.1,0.89,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0
1077,5.1,-0.25,1.96,-0.25,1.0385,6.12,1,5.1,0.63,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0
1080,3.08,1.18,1.18,-0.15,1.048,3.7,1,3.08,0.57,0,0,0,0,0,0,0,0,0,0,3.0833,0,0,0,0
1081,3.08,1.18,1.18,-0.15,1.0485,3.7,1,3.08,0.7,0,0,0,0,0,0,0,0,0,0,3.0833,0,0,0,0
1082,3.08,1.18,1.18,-0.15,1.0465,3.7,1,3.08,0.59,0,0,0,0,0,0,0,0,0,0,3.0833,0,0,0,0
1082,3.08,1.18,1.18,-0.15,1.0465,3.7,1,3.08,1.39,0,0,0,0,0,0,0,0,0,0,3.0833,0,0,0,0
1082,0,0,1.18,-0.15,1.0465,3.7,0,3.08,0.91,0,0,0,0,0,0,0,0,0,0,3.0833,0,0,0,0
1082,3.08,1.18,1.18,-0.15,1.0465,3.7,1,3.08,1.02,0,0,0,0,0,0,0,0,0,0,3.0833,0,0,0,0
1085,0,0,0.93,-0.24,1.04,2.4,0,2,0.75,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1085,0,0,0.93,-0.24,1.04,2.4,0,2,0.51,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1085,0,0,0.93,-0.24,1.04,2.4,0,2,0.28,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1085,0,0,0.93,-0.24,1.04,2.4,0,2,0.67,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1088,0.67,-0.03,0.26,-0.03,1.04,0.81,1,0.68,0.29,0,0,0,0,0,0,0,0,0,0,0.675,0,0,0,0
1089,0.67,-0.03,0.26,-0.03,1.04,0.81,1,0.68,0.08,0,0,0,0,0,0,0,0,0,0,0.675,0,0,0,0
1091,0.67,-0.03,0.26,-0.03,1.04,0.81,1,0.68,0.19,0,0,0,0,0,0,0,0,0,0,0.675,0,0,0,0
1092,0.67,-0.03,0.26,-0.03,1.04,0.81,1,0.68,0.21,0,0,0,0,0,0,0,0,0,0,0.675,0,0,0,0
1096,6.53,2.51,2.51,-0.32,1.0425,7.84,1,6.53,1.58,0,0,0,0,0,0,0,0,0,0,6.5333,0,0,0,0
1097,0,0,2.51,-0.32,1.041,7.84,0,6.53,0.92,0,0,0,0,0,0,0,0,0,0,6.5333,0,0,0,0
1097,6.53,-0.32,2.51,-0.32,1.041,7.84,1,6.53,1.95,0,0,0,0,0,0,0,0,0,0,6.5333,0,0,0,0
1100,0,0,0.14,-0.02,1.043,0.44,0,0.37,0.12,0,0,0,0,0,0,0,0,0,0,0.3667,0,0,0,0
1100,0.37,-0.02,0.14,-0.02,1.043,0.44,1,0.37,0.18,0,0,0,0,0,0,0,0,0,0,0.3667,0,0,0,0
1100,0,0,0.14,-0.02,1.043,0.44,0,0.37,0.07,0,0,0,0,0,0,0,0,0,0,0.3667,0,0,0,0
1102,1.3,-0.06,0.5,-0.06,1.04,1.56,1,1.3,0.51,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0
1102,1.3,-0.06,0.5,-0.06,1.04,1.56,1,1.3,0.17,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0
1102,1.3,-0.06,0.5,-0.06,1.04,1.56,1,1.3,0.13,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0
1104,2,-0.24,0.93,-0.24,1.04,2.4,1,2,0.84,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1106,1.8,-0.09,0.69,-0.09,1.036,2.16,1,1.8,0.19,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0
1109,1.1,-0.05,0.42,-0.05,1.04,1.32,1,1.1,0.53,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
1110,1.1,-0.05,0.42,-0.05,1.04,1.32,1,1.1,0.45,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
1110,0,0,0.42,-0.05,1.04,1.32,0,1.1,0.4,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
1111,1.1,-0.05,0.42,-0.05,1.04,1.32,1,1.1,0.48,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
1111,1.1,-0.05,0.42,-0.05,1.04,1.32,1,1.1,0.26,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
1112,1.1,-0.05,0.42,-0.05,1.04,1.32,1,1.1,0.35,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
1118,0,0,47.81,-12.52,1.04,123.12,0,102.6,17.51,0,0,0,0,0,0,0,0,0,0,102.6,0,0,0,0
1121,1.1,0.1,0.42,-0.05,1.039,1.32,1,1.1,0.49,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
1121,1.1,0.1,0.42,-0.05,1.039,1.32,1,1.1,0.24,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0
1123,1.3,-0.06,0.5,-0.06,1.04,1.56,1,1.3,0.2,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0
1123,0,0,0.5,-0.06,1.04,1.56,0,1.3,0.18,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0
1123,1.3,-0.06,0.5,-0.06,1.04,1.56,1,1.3,0.27,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0
1126,0,0,0.31,-0.04,1.04,0.96,0,0.8,0.37,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
1127,0.8,-0.04,0.31,-0.04,1.0425,0.96,1,0.8,0.34,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
1127,0.8,-0.04,0.31,-0.04,1.0425,0.96,1,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
1131,0.45,-0.02,0.17,-0.02,1.0425,0.54,1,0.45,0.08,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0
1132,0.45,-0.02,0.17,-0.02,1.0425,0.54,1,0.45,0.06,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0
1132,0.45,-0.02,0.17,-0.02,1.0425,0.54,1,0.45,0.17,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0
1133,0,0,0.17,-0.02,1.04,0.54,0,0.45,0.05,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0
1136,0,0,0.27,-0.03,1.04,0.84,0,0.7,0.16,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0
1136,0.7,-0.03,0.27,-0.03,1.04,0.84,1,0.7,0.18,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0
1138,0.64,-0.03,0.25,-0.03,1.04,0.77,1,0.64,0.29,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0
1138,0.64,-0.03,0.25,-0.03,1.04,0.77,1,0.64,0.16,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0
1138,0,0,0.25,-0.03,1.04,0.77,0,0.64,0.17,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0
1138,0.64,-0.03,0.25,-0.03,1.04,0.77,1,0.64,0.1,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0
1138,0.64,-0.03,0.25,-0.03,1.04,0.77,1,0.64,0.18,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0
1143,0,0,7.35,-4.97,1.04,41.4,0,34.5,11.28,0,0,0,0,0,0,0,0,0,0,34.5,0,0,0,0
1146,1.28,-0.06,0.49,-0.06,1.036,1.54,1,1.28,0.41,0,0,0,0,0,0,0,0,0,0,1.2833,0,0,0,0
1146,1.28,-0.06,0.49,-0.06,1.036,1.54,1,1.28,0.64,0,0,0,0,0,0,0,0,0,0,1.2833,0,0,0,0
1146,1.28,-0.06,0.49,-0.06,1.036,1.54,1,1.28,0.42,0,0,0,0,0,0,0,0,0,0,1.2833,0,0,0,0
1146,1.28,-0.06,0.49,-0.06,1.036,1.54,1,1.28,0.41,0,0,0,0,0,0,0,0,0,0,1.2833,0,0,0,0
1146,1.28,-0.06,0.49,-0.06,1.036,1.54,1,1.28,0.33,0,0,0,0,0,0,0,0,0,0,1.2833,0,0,0,0
1146,1.28,-0.06,0.49,-0.06,1.036,1.54,1,1.28,0.32,0,0,0,0,0,0,0,0,0,0,1.2833,0,0,0,0
1148,6.6,-0.32,2.53,-0.32,1.038,7.92,1,6.6,0.84,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0
1150,1.2,0.46,0.46,-0.06,1.043,1.44,1,1.2,0.27,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
1151,1.2,0.46,0.46,-0.06,1.043,1.44,1,1.2,0.22,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
1151,1.2,0.46,0.46,-0.06,1.043,1.44,1,1.2,0.52,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
1151,1.2,0.46,0.46,-0.06,1.043,1.44,1,1.2,0.36,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
1151,0,0,0.46,-0.06,1.043,1.44,0,1.2,0.27,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
1151,1.2,0.46,0.46,-0.06,1.043,1.44,1,1.2,0.39,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0
